ID Year Sex Age Mass BL TL Phi RhoZ FitnessTot
CN08-018 2008 Female A 39.6147016659986 0.112333333333333 62.6666666666667 0 0 0
CN08-020 2008 Female A 53.3771346982413 0.112 61 0 0 0
CN08-022 2009 Male A 45.0718672587391 0.115666666666667 56 0 0 0
CN08-022 2008 Male J 26.7142857142857 0.0973333333333333 46.8333333333333 1 9 10
CN08-023 2008 Male A 39.1936615637189 0.115 60 0 0 0
CN08-025 2008 Male J 18 0.084 41 0 0 0
CN08-026 2008 Female A 36.9231784686122 0.11425 60.5 0 0 0
CN08-027 2008 Male A 35.0892357333854 0.115875 56.8571428571429 0 0 0
CN08-028 2008 Male J 23 0.093 48 0 0 0
CN08-029 2008 Male J 26.4 0.1012 49.2 0 0 0
CN08-030 2008 Male J 18.5 0.088 43 0 0 0
CN08-031 2008 Male J 25.5 0.10025 46.3333333333333 0 0 0
CN08-032 2008 Female A 41.2123847739472 0.1205 59 1 0 1
CN08-032 2009 Female A 44.1977924885203 0.121333333333333 58.8333333333333 1 0 1
CN08-032 2010 Female A 47.5009571184508 0.121 62 0 0 0
CN08-033 2008 Male J 22 0.085 47 0 0 0
CN08-034 2008 Female J 23.75 0.0992 46.2 0 0 0
CN08-035 2008 Male J 21.3333333333333 0.0916666666666667 49 0 0 0
CN08-036 2008 Female J 21 0.092 46 1 5 6
CN08-036 2009 Female A 38.9617797625515 0.119333333333333 56 0 0 0
CN08-037 2008 Male A 42.3758260299648 0.1202 61.4 0 0 0
CN08-038 2008 Male J 23.5 0.097 46 0 0 0
CN08-039 2008 Male J 26.5 0.1 47 0 0 0
CN08-041 2008 Male J 26.25 0.10175 48.75 0 0 0
CN08-043 2008 Male J 18 0.085 42 0 0 0
CN08-044 2008 Male J 22 0.0956666666666667 45.3333333333333 0 0 0
CN08-045 2008 Female J 15 0.09 42 0 0 0
CN08-046 2008 Male J 24 0.1015 49.5 0 0 0
CN08-047 2008 Male J 27 0.101666666666667 51.3333333333333 0 0 0
CN08-048 2008 Female J 25 0.096 49 0 0 0
CN08-049 2008 Male J 24 0.0993333333333333 50 0 0 0
CN08-050 2008 Male A 41.9345219106965 0.1195 57.5 1 10 11
CN08-050 2009 Male A 47.3651507802401 0.122272727272727 58.7272727272727 0 0 0
CN08-051 2008 Male J 23.5 0.1025 53 0 0 0
CN08-052 2008 Male J 15 0.079 40 0 0 0
CN08-053 2009 Female A 39.6429912660603 0.1114 57.6 0 0 0
CN08-053 2008 Female J 26 0.0946666666666667 47.3333333333333 1 7 8
CN08-054 2008 Male J 26 0.093 52 0 0 0
CN08-055 2008 Male J 16 0.084 45 0 0 0
CN08-056 2008 Female J 12 0.079 35 0 0 0
CN08-058 2008 Male J 22 0.0953333333333333 46.6666666666667 0 0 0
CN08-059 2008 Male J 23.6666666666667 0.096 49 1 9 10
CN08-059 2009 Male A 36.3033497570504 0.113142857142857 58.5714285714286 1 2 3
CN08-059 2010 Male A 39.1124028768704 0.117 43 0 0 0
CN08-060 2008 Male J 25 0.0966666666666667 54.6666666666667 0 0 0
CN08-061 2008 Male J 26 0.0993333333333333 50 0 0 0
CN08-062 2008 Male J 28.3333333333333 0.101333333333333 48 0 0 0
CN08-063 2008 Male J 26.25 0.102 48.25 0 0 0
CN08-064 2009 Female A 34.0635899231296 0.11125 51.25 0 0 0
CN08-064 2008 Female J 23 0.0905 43.5 1 6 7
CN08-065 2008 Female J 15 0.081 45 0 0 0
CN08-066 2008 Female J 15 0.082 44 0 0 0
CN08-067 2008 Female J 26.6666666666667 0.0995 49 0 0 0
CN08-068 2008 Male A 40.8242143842126 0.111 57 0 0 0
CN08-069 2008 Male J 29.6666666666667 0.0955 51 0 0 0
CN08-071 2008 Female J 25 0.094 48 1 6 7
CN08-071 2009 Female A 35.7795613625299 0.1115 57 0 0 0
CN08-072 2008 Female J NA NA NA 0 0 0
CN08-073 2009 Female A 42.671123255584 0.114 57 0 0 0
CN08-073 2008 Female J 30.6666666666667 0.105 52.3333333333333 1 8 9
CN08-075 2009 Male A 42.2226792208274 0.117 56 0 0 0
CN08-075 2008 Male J 24 0.093 45 1 4 5
CN08-076 2008 Female J 25 0.094 51 1 2 3
CN08-076 2009 Female A 37.3668690261207 0.11475 57.5 0 0 0
CN08-077 2009 Female A 38.8778330198329 0.117 56.75 0 0 0
CN08-077 2008 Female J 27 0.1 52 1 5 6
CN08-078 2008 Male J 31.25 0.1035 50.75 1 12 13
CN08-078 2009 Male A 41.4175092393015 0.118666666666667 59.3333333333333 0 0 0
CN08-079 2009 Male A 42.6595373569293 0.1185 59 1 0 1
CN08-079 2010 Male A 45.0843279738856 0.127 66.5 0 0 0
CN08-079 2008 Male J 30.5 0.1075 54 1 2 3
CN08-080 2008 Male J 32 0.1115 53 0 0 0
CN08-081 2008 Male J 27 0.103666666666667 50.6666666666667 0 0 0
CN08-082 2008 Male J 18.5 0.0885 44 0 0 0
CN08-083 2008 Female J 22 0.0945 48 0 0 0
CN08-085 2008 Female J 18.5 0.0835 41 0 0 0
CN08-086 2008 Female J 26 0.098 48 0 0 0
CN08-087 2008 Male J 23 0.091 47.5 0 0 0
CN08-088 2008 Male J 26 0.104 52.5 0 0 0
CN08-089 2009 Female A 35.0185610888267 0.110142857142857 54.1111111111111 1 2 3
CN08-089 2008 Female J NA 0.087 40 1 6 7
CN08-089 2010 Female A 37.889871022074 0.114666666666667 56.6666666666667 0 0 0
CN08-090 2008 Male J 25.6666666666667 0.099 48 0 0 0
CN08-091 2008 Male J 22.5 0.094 46 1 4 5
CN08-091 2009 Male A 41.9759265274141 0.1205 56.6666666666667 0 0 0
CN08-092 2008 Male J 22.6666666666667 0.100333333333333 48.3333333333333 0 0 0
CN08-093 2009 Female A 35.1451842967284 0.1135 56.8 1 4 5
CN08-093 2008 Female J 20.6666666666667 0.0953333333333333 48 1 4 5
CN08-093 2010 Female A 39.8187760201885 0.116571428571429 58.5714285714286 0 0 0
CN08-094 2008 Male J 25 0.105 50 0 0 0
CN08-095 2009 Male A 45.5664521989864 0.1217 55.5 0 0 0
CN08-095 2008 Male J 33.5 0.1095 53 1 1 2
CN08-096 2008 Male J 30.5 0.1075 57 1 7 8
CN08-096 2009 Male A 45.868411713556 0.119285714285714 61.7142857142857 0 0 0
CN08-097 2009 Male A 42.2770951213231 0.119 55 0 0 0
CN08-097 2008 Male J 31 0.105 51 1 1 2
CN08-099 2008 Female A 35.1617421595217 0.113 59 0 0 0
CN08-100 2008 Male J 26 0.097 47 0 0 0
CN08-101 2009 Female A 41.9111555392041 0.1178 64.2 0 0 0
CN08-101 2008 Female J 30 0.1 55 1 3 4
CN08-102 2008 Male J 25 0.097 51 0 0 0
CN08-103 2009 Female A 34.2770951213231 0.115 57 0 0 0
CN08-103 2008 Female J 25 0.099 52 1 0 1
CN08-104 2008 Male J 28 0.106 52 0 0 0
CN08-107 2008 Female J 27 0.103 46 0 0 0
CN08-108 2008 Male J 24 0.092 47 0 0 0
CN08-109 2008 Male J 32 0.108 57 0 0 0
CN08-112 2008 Female J 20 0.0895 41.5 1 7 8
CN08-112 2009 Female A 36.8402237065197 0.1148 56.4 0 0 0
CN08-113 2009 Female A 38.2607061267368 0.115083333333333 56 0 0 0
CN08-113 2008 Female J 23 0.094 47 1 8 9
CN08-115 2008 Female J 11 0.078 37 0 0 0
CN08-116 2008 Female J 22 0.094 49 0 0 0
CN08-117 2009 Male A 43.9917858023516 0.118375 58.5 1 5 6
CN08-117 2010 Male A 49.9489148040045 0.122666666666667 61 0 0 0
CN08-117 2008 Male J 17 0.087 44 1 7 8
CN08-118 2008 Male J 18 0.085 44 0 0 0
CN09-001 2009 Female A 39.2054381484968 0.1145 53.5 0 0 0
CN09-002 2009 Male A 44.4471117441491 0.122777777777778 63.1111111111111 0 0 0
CN09-003 2009 Female A 33.7158274340668 0.104 52 0 0 0
CN09-006 2009 Male J 21 0.088 46 0 0 0
CN09-008 2009 Female A 37.9771859777236 0.1164 57.2 0 0 0
CN09-010 2009 Male J 20 0.088 NA 0 0 0
CN09-011 2009 Male J 24 0.0955 48.5 0 0 0
CN09-012 2009 Male A 42.9651887430974 0.121333333333333 60.3333333333333 0 0 0
CN09-013 2009 Female A 34.7956741392928 0.107714285714286 49.7142857142857 0 0 0
CN09-014 2009 Female J 34 0.10525 49.75 0 0 0
CN09-015 2009 Male J 30.2 0.1016 49.6 0 0 0
CN09-016 2009 Female J 21 0.089 46 0 0 0
CN09-017 2009 Male J 18.5 0.09 41.5 0 0 0
CN09-018 2009 Male J 14 0.084 41 0 0 0
CN09-019 2009 Male J NA NA NA 0 0 0
CN09-020 2011 Male A 44.0659342104662 0.118 52.5 0 0 0
CN09-020 2010 Male A 46.3704792259909 0.122 57.5 1 1 2
CN09-020 2009 Male J 29.4 0.102 49.8 1 5 6
CN09-021 2009 Female A 33.2956660300737 0.117 57 0 0 0
CN09-022 2009 Male J NA NA NA 0 0 0
CN09-023 2009 Male J NA NA NA 0 0 0
CN09-024 2009 Female J 14 NA 36 0 0 0
CN09-025 2009 Male J 30 0.098 52 0 0 0
CN09-026 2009 Male J 26 0.097 43.75 1 3 4
CN09-026 2010 Male A 46.0824279074081 0.120285714285714 62.7142857142857 0 0 0
CN09-027 2009 Female J 23.6666666666667 0.0976666666666667 45.3333333333333 0 0 0
CN09-029 2009 Male J 22 0.093 48 0 0 0
CN09-031 2009 Female J 18 0.087 38 0 0 0
CN09-032 2009 Male J 26.8571428571429 0.100857142857143 49.2857142857143 0 0 0
CN09-033 2009 Female J 27 0.101 52 0 0 0
CN09-034 2009 Male A 42.8859673259935 0.117 58.3333333333333 0 0 0
CN09-035 2009 Female J 24 0.094 52 0 0 0
CN09-036 2009 Male A 42.1856334635352 0.119 61 0 0 0
CN09-037 2009 Female J 34 0.1052 51.4 1 1 2
CN09-037 2010 Female A 39.483605430297 0.116 60.3333333333333 0 0 0
CN09-038 2009 Male J 27.5 0.101 52.5 0 0 0
CN09-039 2010 Female A 39.9026278680379 0.116 57.25 0 0 0
CN09-039 2009 Female J 30 0.1 48 1 1 2
CN09-040 2009 Female J 30 0.101333333333333 48.6666666666667 0 0 0
CN09-041 2009 Female A 45.1856334635352 0.115 63 0 0 0
CN09-042 2009 Male J 21.5 0.089 44 0 0 0
CN09-043 2009 Male J 28 0.1 54 0 0 0
CN09-044 2009 Female J 15 0.079 43 0 0 0
CN09-045 2009 Male J 27.3333333333333 0.0996666666666667 49.3333333333333 1 1 2
CN09-045 2010 Male A 37.9265485442535 0.118 61 0 0 0
CN09-046 2009 Male J 31.5 0.1055 49.25 0 0 0
CN09-047 2009 Female J 29 0.0965 47 0 0 0
CN09-048 2009 Male J 24.5 0.094 45.5 0 0 0
CN09-050 2009 Female J 29 0.097 49 0 0 0
CN09-051 2009 Female J 20 NA NA 0 0 0
CN09-052 2009 Female J 25 0.100666666666667 45.6666666666667 1 3 4
CN09-052 2010 Female A 32.889871022074 0.115333333333333 54.6666666666667 0 0 0
CN09-053 2009 Male A 38.5077506569879 0.118 58 0 0 0
CN09-054 2009 Female J 13 NA 39 0 0 0
CN09-055 2009 Male J 23.5 0.1 48.3333333333333 0 0 0
CN09-056 2009 Male J 22 0.086 42 0 0 0
CN09-058 2009 Male J 26 0.09 46 0 0 0
CN09-059 2010 Female A 36.5521479809515 0.1125 60.5 0 0 0
CN09-059 2009 Female J 25.3333333333333 0.0936666666666667 50.6666666666667 1 3 4
CN09-060 2009 Female J 20 0.091 45 0 0 0
CN09-061 2010 Male A 31.5521479809515 NA 57 0 0 0
CN09-061 2009 Male J 21.3333333333333 0.08975 44 1 1 2
CN09-062 2009 Male J 26.3333333333333 0.0983333333333333 50.6666666666667 1 1 2
CN09-062 2010 Male A 41.6247363110452 0.116666666666667 62.8333333333333 0 0 0
CN09-063 2009 Female J 28.75 0.10325 49.75 0 0 0
CN09-064 2009 Female J 32.4 0.1092 49.6 1 5 6
CN09-064 2010 Female A 45.2739551409707 0.117 58 0 0 0
CN09-065 2009 Male J 14 NA 35 0 0 0
CN09-066 2009 Female J 13 NA 37 0 0 0
CN09-067 2009 Female J 13 NA 37 0 0 0
CN09-068 2009 Female J 25.6666666666667 0.097 49 1 0 1
CN09-068 2010 Female A 35.7175374406098 0.113666666666667 56.3333333333333 0 0 0
CN09-069 2009 Male J 11 NA 34 0 0 0
CN09-070 2009 Male J 28.6666666666667 0.0976666666666667 48.3333333333333 0 0 0
CN09-071 2009 Female J 26 0.094 44 1 1 2
CN09-071 2010 Female A 37.5932152109202 0.115333333333333 59 0 0 0
CN09-072 2009 Male J 30 0.099 49 0 0 0
CN09-073 2010 Female A 42.6417392386406 0.121 58 0 0 0
CN09-073 2009 Female J 29 0.1015 47 1 2 3
CN09-074 2009 Female J 28 0.095 44 0 0 0
CN09-075 2009 Female J 27.4 0.1032 46 1 5 6
CN09-075 2010 Female A 36.3222673682309 0.117666666666667 55.5 0 0 0
CN09-076 2009 Female J 23 NA 49 0 0 0
CN09-077 2009 Female J 21 0.092 41 0 0 0
CN09-078 2010 Female A 44.5843279738856 0.1195 61.5 0 0 0
CN09-078 2009 Female J 27 0.0975 49.5 1 2 3
CN09-079 2009 Male J 28 0.098 49.5 0 0 0
CN09-080 2010 Male A 50.3071016847094 0.125666666666667 62.3333333333333 0 0 0
CN09-080 2009 Male A 43.3700107963743 0.123 57 1 2 3
CN09-081 2009 Female J 30 0.102 45 0 0 0
CN09-082 2009 Female J 31.3333333333333 0.1045 48.5 0 0 0
CN09-083 2009 Male J 29.3333333333333 0.0983333333333333 49 1 3 4
CN09-083 2010 Male A 40.3069498380692 0.1174 61.9 0 0 0
CN09-084 2009 Female J 27 0.099 46 1 2 3
CN09-084 2010 Female A 43.3303261498557 0.1165 57.5 0 0 0
CN09-085 2009 Male A 46.3700107963743 0.119 63 0 0 0
CN09-086 2009 Female J 28 0.101 48 1 0 1
CN09-086 2010 Female A 33.0189130610707 0.112 56 0 0 0
CN09-087 2009 Female J 21 0.081 41 0 0 0
CN09-088 2009 Male J 29.5 0.1 46.5 0 0 0
CN09-089 2009 Female J 35 0.107 53.5 0 0 0
CN09-090 2010 Male A 44.6895147308782 0.1215 62.25 0 0 0
CN09-090 2009 Male J 27.6666666666667 0.1 50.3333333333333 1 3 4
CN09-091 2009 Female J 20 0.09 43 0 0 0
CN09-092 2010 Male A 38.5521479809515 0.116 63 0 0 0
CN09-092 2009 Male J 24.5 0.0985 47 1 0 1
CN09-093 2009 Female A 38.3934205723444 NA NA 0 0 0
CN09-094 2009 Male J 34.5 0.1105 54.5 0 0 0
CN09-095 2009 Female J 30 0.104 51 0 0 0
CN09-096 2009 Male J 25 0.088 51 0 0 0
CN09-097 2009 Female J 29.5 0.104 48 1 0 1
CN09-097 2010 Female A 32.7261425778293 0.114 59.5 0 0 0
CN09-098 2010 Female A 35.2880595864944 0.1115 57.4 0 0 0
CN09-098 2009 Female J 25 0.098 47 1 1 2
CN09-099 2009 Female J 18 NA 39 0 0 0
CN09-100 2009 Female J 28.5 0.107 50.5 0 0 0
CN09-101 2009 Female J 15 0.087 38 1 0 1
CN09-101 2011 Female A 35.1482158624172 0.124 57 0 0 0
CN09-101 2010 Female A 33.2232043554073 0.117333333333333 56.3333333333333 1 0 1
CN09-102 2009 Female J 34 0.113 54 0 0 0
CN09-103 2009 Male J 33 0.11 55.5 0 0 0
CN09-105 2009 Male J 21 0.09 45 0 0 0
CN09-106 2010 Female A 35.050232170439 0.1165 57.25 0 0 0
CN09-106 2009 Female J 22.6666666666667 0.095 47 1 3 4
CN09-107 2010 Female A 37.8182379774185 0.1135 58.5 0 0 0
CN09-107 2009 Female J 26.2 0.097 49.3333333333333 1 1 2
CN09-108 2009 Female J 24.75 0.09975 47.5 0 0 0
CN09-109 2009 Male J 18 0.082 38 0 0 0
CN09-110 2009 Female J 32 NA NA 0 0 0
CN09-112 2010 Female A 43.4262074976607 0.119 62 0 0 0
CN09-112 2009 Female J 20.5 0.09 44 1 2 3
CN09-114 2009 Male J 28 0.096 48.5 0 0 0
CN09-115 2009 Male J 24.5 0.099 46 0 0 0
CN09-116 2010 Female A 42.5221100227853 0.114 56.5 0 0 0
CN09-116 2009 Female J 27.5 0.102 49 1 1 2
CN09-117 2010 Female A 38.2118705258123 0.115666666666667 59 0 0 0
CN09-117 2009 Female J 26 0.1 52 1 2 3
CN09-118 2009 Female J 24 0.096 43 1 1 2
CN09-118 2010 Female A 29.8523748252024 0.11 49.6666666666667 0 0 0
CN09-119 2009 Female J 25.5 0.0945 46.5 0 0 0
CN09-120 2009 Male J 23 0.096 44 0 0 0
CN09-122 2009 Male J 26 0.097 51 0 0 0
CN09-123 2010 Male A 35.8303261498557 0.113 53 0 0 0
CN09-123 2009 Male J 23 0.095 42 1 0 1
CN09-124 2009 Female J 28 0.102 50 0 0 0
CN09-125 2009 Male J 29 0.1025 49 0 0 0
CN09-126 2009 Male J 25 0.102 48 0 0 0
CN09-127 2009 Male J 30 0.105 54 0 0 0
CN09-128 2009 Male J 27 0.098 51 0 0 0
CN09-129 2010 Female A 42.9749295862201 0.1155 57 0 0 0
CN09-129 2009 Female J 24 0.095 40 1 1 2
CN09-130 2009 Female J 23 0.094 40 0 0 0
CN09-131 2009 Male J 23 0.095 46 1 1 2
CN09-131 2010 Male A 41.8791443577626 0.118166666666667 64 0 0 0
CN09-132 2010 Female A 41.4808392739705 0.121 59 0 0 0
CN09-132 2009 Female J 23 0.096 47 1 2 3
CN09-133 2009 Male J 18 0.098 44 0 0 0
CN09-134 2009 Male J 26 0.092 46 0 0 0
CN09-135 2009 Male J 31 0.105 49 1 0 1
CN09-135 2010 Male A 37.5843279738856 0.115 55 0 0 0
CN09-136 2009 Male J 24 0.092 44 0 0 0
CN09-137 2009 Female J 22 0.088 45.5 1 3 4
CN09-137 2011 Female A 33.5424836260021 0.1128 59 0 0 0
CN09-137 2010 Female A 31.8290322048162 0.1115 59 1 3 4
CN09-138 2010 Female A 39.034142173972 0.118 61.75 0 0 0
CN09-138 2009 Female J 28.5 0.1015 50.5 1 4 5
CN09-139 2009 Female J 22 0.093 49 0 0 0
CN09-140 2009 Male J 25 0.089 52 0 0 0
CN09-141 2010 Male A 41.1982878151439 0.113333333333333 60 0 0 0
CN09-141 2009 Male J 22 0.095 51 1 4 5
CN09-142 2009 Male J 24 0.098 48 1 2 3
CN09-142 2010 Male A 44.7654547687744 0.119333333333333 58.3333333333333 0 0 0
CN10-001 2010 Male A 48.6842114778339 0.1214 63.4 0 0 0
CN10-002 2010 Female A 36.8880595864944 0.109 57.2 0 0 0
CN10-003 2010 Female A 39.7553943969167 0.113 59.6 0 0 0
CN10-004 2010 Female A 37.8240331776532 0.1105 57.25 1 2 3
CN10-004 2011 Female A 41.8723895349238 0.1185 57.5 0 0 0
CN10-005 2010 Female A 38.8274856362564 0.1144 57.6 0 0 0
CN10-007 2010 Male A 44.3071016847094 0.117333333333333 61.3333333333333 0 0 0
CN10-008 2010 Male A 42.0387732282907 0.1165 62 1 0 1
CN10-008 2011 Male A 43.3546829148655 0.12 56 0 0 0
CN10-009 2010 Female A 38.2261425778293 0.114 52 0 0 0
CN10-010 2010 Male A 39.1787833363537 0.117 60.5 0 0 0
CN10-012 2010 Male A 38.7158274340668 0.12 61 0 0 0
CN10-013 2010 Female J 18 0.084 37.5 0 0 0
CN10-016 2010 Male J 18 0.086 40 0 0 0
CN10-017 2010 Female A 35.889871022074 0.113666666666667 58 0 0 0
CN10-018 2010 Female A 39.0843279738856 0.112 54.5 0 0 0
CN10-020 2010 Female A 37.0521479809515 0.112 57.6666666666667 0 0 0
CN10-021 2010 Female A 29.5521479809515 0.107 49 0 0 0
CN10-022 2010 Male J 27.3333333333333 0.0896666666666667 44 0 0 0
CN10-023 2010 Male A 45.1857081585358 0.12 57 0 0 0
CN10-025 2010 Male A 38.1178794419184 0.1172 63.4 0 0 0
CN10-026 2010 Female A 40.9749295862201 0.117 62 0 0 0
CN10-030 2010 Female A 35.4749295862201 0.114 61 0 0 0
CN10-031 2010 Male A 55.1435661488036 0.124 67.3333333333333 0 0 0
CN10-032 2010 Female J 21.5 0.086 43 0 0 0
CN10-033 2010 Male A 47.4040998755362 0.119 63 0 0 0
CN10-035 2010 Female J 17 0.078 43 0 0 0
CN10-037 2010 Female J 13 0.08 37 0 0 0
CN10-038 2010 Male J 16 0.079 39 0 0 0
CN10-039 2010 Male A 44.3081199337996 0.119 62 0 0 0
CN10-041 2011 Female A 42.3900961549822 0.115 51 0 0 0
CN10-041 2010 Female J 21 0.093 41 1 0 1
CN10-042 2010 Female J 26 0.096 48 0 0 0
CN10-043 2010 Male J 20 0.094 42 0 0 0
CN10-044 2010 Male J 19 0.089 42 0 0 0
CN10-045 2010 Female J 26 0.0933333333333333 47.3333333333333 0 0 0
CN10-046 2010 Male J 18 0.086 44 1 3 4
CN10-046 2011 Male A 43.4193887215639 0.116 57 0 0 0
CN10-047 2010 Female J 28 0.108 51 0 0 0
CN10-048 2010 Male J 28 0.106 56 0 0 0
CN10-051 2010 Female J 18 0.09 43 0 0 0
CN10-052 2010 Female J 25 0.098 44 0 0 0
CN10-053 2010 Female A 37.3273604771019 0.114 64 0 0 0
CN10-054 2011 Male A 41.9209265744713 0.11875 58.75 0 0 0
CN10-054 2010 Male J 29 0.099 50 1 2 3
CN10-055 2010 Male J 26 0.098 54 0 0 0
CN10-056 2010 Female J 27 0.103 49 0 0 0
CN10-057 2010 Male J 28 0.1 52 0 0 0
CN10-058 2010 Female J 19.5 0.0925 46.5 0 0 0
CN10-059 2010 Female J 27 0.101 53 0 0 0
CN10-060 2010 Female J 27 0.099 52 0 0 0
CN10-061 2010 Male J 27.5 0.102 49.5 0 0 0
CN10-062 2010 Male J 24.5 0.0985 53 0 0 0
CN10-063 2010 Female J 21.5 0.095 49 1 1 2
CN10-063 2011 Female A 37.5528652528899 0.1145 58 0 0 0
CN10-064 2010 Female J 21 0.0895 44.5 0 0 0
CN10-065 2010 Male J 31.5 0.107 56 1 2 3
CN10-065 2011 Male A 39.8159342104662 0.11925 62.25 0 0 0
CN10-066 2010 Male J 24 0.093 45.5 0 0 0
CN10-067 2010 Male J 20 0.106 59 0 0 0
CN10-068 2010 Female J 27 0.102 56 1 3 4
CN10-068 2011 Female A 34.00391178765 0.1125 60 0 0 0
CN10-069 2010 Female J 23 0.099 47 1 0 1
CN10-069 2011 Female A 35.3566530436837 0.1135 56 1 3 4
CN10-069 2012 Female A 37.2752153772487 0.115 46.5 0 0 0
CN10-070 2010 Male J 30 0.1 49 0 0 0
CN10-072 2010 Male J 21 0.097 45.5 0 0 0
CN10-073 2010 Male J 19 0.088 44 0 0 0
CN10-074 2010 Male J 22 NA NA 0 0 0
CN10-075 2011 Male A 40.5134178920771 0.116 55 0 0 0
CN10-075 2010 Male J 27 0.106 52 1 1 2
CN10-076 2010 Male J 29 0.107 54 0 0 0
CN10-077 2010 Female J 23 0.098 48 0 0 0
CN10-078 2010 Male J 28 0.101 51 0 0 0
CN10-079 2010 Male J 21 0.093 44 0 0 0
CN10-080 2010 Female J 19 0.089 49 0 0 0
CN10-081 2010 Male J 21 0.092 46 0 0 0
CN10-082 2010 Female J 22 0.094 42 0 0 0
CN10-083 2010 Female J 24 0.094 46 0 0 0
CN10-084 2010 Female J 19 0.088 45 0 0 0
CN10-085 2010 Female J 29 0.102 52 0 0 0
CN10-086 2010 Male J 25 0.094 45 0 0 0
CN10-087 2010 Female J 22 0.09 49 0 0 0
CN10-089 2010 Female J 21 0.092 48 0 0 0
CN10-090 2010 Male J 18 0.09 49 0 0 0
CN10-091 2010 Male J 15 0.079 41 1 3 4
CN10-091 2011 Male A 34.8159342104662 0.108 55 0 0 0
CN10-092 2010 Male J 31 0.107 57 0 0 0
CN10-093 2010 Male J 26 0.099 50 0 0 0
CN10-094 2010 Male J 19 0.092 47 0 0 0
CN10-095 2010 Male J 17 0.093 44 0 0 0
CN10-097 2011 Female A 32.2752153772487 0.115 58.5 0 0 0
CN10-097 2010 Female J 15 0.087 44 1 2 3
CN10-098 2011 Female A 35.5659342104662 0.11525 58.75 0 0 0
CN10-098 2010 Female J 22 0.101 54 1 2 3
CN10-100 2010 Male A NA 0.123 66 0 0 0
CN10-102 2010 Male J 21 0.096 47 0 0 0
CN11-001 2011 Female A 39.9016821015056 0.1135 54 0 0 0
CN11-002 2011 Male A 41.4486812881457 0.116 56 0 0 0
CN11-003 2011 Male A 38.7311534526645 0.116333333333333 59 0 0 0
CN11-004 2011 Female A 39.7311534526645 0.114333333333333 55.6666666666667 1 2 3
CN11-004 2012 Female A 46.6688711010762 0.117142857142857 58 0 0 0
CN11-005 2011 Male A 38.7311534526645 0.113333333333333 60 1 0 1
CN11-005 2012 Male A 38.5928933185899 0.115 59.5 0 0 0
CN11-006 2011 Female A 33.9016821015056 0.107 53.5 0 0 0
CN11-007 2011 Female A 31.4486812881457 0.112 52 0 0 0
CN11-008 2011 Male A 41.4486812881457 0.115 64 0 0 0
CN11-009 2011 Female A 49.3900961549822 0.115 56 0 0 0
CN11-013 2011 Female A 37.7954746063835 0.118 56 0 0 0
CN11-014 2011 Male A 45.7954746063835 0.119 60 0 0 0
CN11-015 2011 Male A 44.6482158624172 0.123 64 0 0 0
CN11-018 2011 Female A 43.587593241138 0.114 54.6666666666667 0 0 0
CN11-019 2011 Male A 42.7954746063835 0.116 61 0 0 0
CN11-021 2011 Male A 38.7954746063835 0.114 59 0 0 0
CN11-023 2011 Female A 34.4836525585152 0.112 59.5 0 0 0
CN11-025 2011 Female J 26 0.097 49 0 0 0
CN11-026 2011 Male A 45.3546829148655 0.12 59 0 0 0
CN11-027 2011 Female J 19 0.092 44 0 0 0
CN11-028 2013 Male A 40.0078741044345 0.118 45.3 0 0 0
CN11-028 2012 Male A 39.3238564250398 0.11575 49.5 1 5 6
CN11-028 2011 Male J 21 0.09 41 1 1 2
CN11-030 2011 Female J 17 0.086 39 0 0 0
CN11-031 2011 Female J 22 0.093 46 1 6 7
CN11-031 2012 Female A 38.6129515176634 0.114 57.8 0 0 0
CN11-032 2011 Male J NA NA NA 0 0 0
CN11-033 2011 Male A NA NA NA 0 0 0
CN11-034 2011 Male J NA NA NA 1 2 3
CN11-034 2012 Male A 47.2363497836847 0.119 58.5 0 0 0
CN11-036 2011 Male J NA NA NA 0 0 0
CN11-037 2011 Male J 27 0.1025 55.5 0 0 0
CN11-038 2011 Male J 27.5 0.1 55 0 0 0
CN11-039 2011 Female A 42.3336208757123 0.118 56 0 0 0
CN11-040 2012 Male A 40.3700474396701 0.117 51.6666666666667 0 0 0
CN11-040 2011 Male J NA NA NA 1 3 4
CN11-041 2011 Male J 22.5 0.097 46.5 0 0 0
CN11-043 2011 Male J 21 0.089 46 0 0 0
CN11-044 2011 Male J 29.5 0.106666666666667 53.3333333333333 0 0 0
CN11-045 2011 Female A 33.3566530436837 0.109 62.5 1 0 1
CN11-045 2012 Female A 32.7872049557542 0.11375 60.25 0 0 0
CN11-046 2011 Male J 25 0.101 53 0 0 0
CN11-047 2011 Female J 28 0.109 58 0 0 0
CN11-048 2011 Male J 22 0.093 50 0 0 0
CN11-050 2011 Male A 38.5009571184508 0.118 67 0 0 0
CN11-051 2011 Female J 20 0.09 50 0 0 0
CN11-052 2011 Male J 21 0.091 46 0 0 0
CN12-001 2012 Female A 43.3237245303808 0.117 53.3333333333333 0 0 0
CN12-002 2012 Female A 33.1801565173484 0.109333333333333 50.3333333333333 0 0 0
CN12-003 2012 Female A 33.5415652487092 0.113916666666667 55 1 4 5
CN12-003 2013 Female A 34.1876305480468 0.116076923076923 55.9230769230769 0 0 0
CN12-004 2012 Female A 37.3219065570202 0.118 54.5 1 2 3
CN12-004 2013 Female A 39.0981933375622 0.1178 54 0 0 0
